ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE|Tipo de establecimiento|id_direccion
6509454|ACTIVO INTEGRAL HOLOK-TEMOA, CD. DEL CARMEN, CAMP.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3209
6509455|DIVISIÓN MARINA DE PERFORACION, CD. CARMEN, CAMP.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3210
6509456|SUBDIRECCION DE MANTENIMIENTO Y LOGISTICA|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3211
6509457|SUBDIRECCION DE PRODUCCION REGIÓN MARINA NORESTE|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||mar-11|Fijo|3212
6509458|SUBDIRECCION DE PRODUCCION REGIÓN MARINA SUROESTE|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||mar-11|Fijo|3213
6509459|UNIDAD OPERATIVA DE PERFORACION CANTARELL,CD CARME|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3214
6509460|ACT DE EXPLOTACION KU-ZAAP-MALOOB CIUDAD DEL CARMEN|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||mar-11|Fijo|3215
6509461|ACTIVO DE PRODUCCIÓN CANTAREELL|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||mar-11|Fijo|3216
6509462|ACTIVO DE PRODUCCIÓN MACUSPANA-MUSPAC|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3217
6509465|ACTIVO INTEGRAL SAMARIA- LUNA|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3218
6509466|SEDE DEL ORG.PEMEX-EXPLORACION Y PRODUCCIÓN MEX,DF|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3219
6509467|SUBDIRECCION DE ADMINISTRACIÓN Y FINANZAS|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3220
6509468|SUBDIRECCION DE GESTIÓN DE RECURSOS TECNICOS|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3221
6509470|ACTIVO DE EXPLOR. SUR, VILLAHERMOSA, TAB.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3222
6509471|ACTIVO DE PRODUCCIÓN ABKATUN-POL CHUC|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3223
6509472|ACTIVO DE PRODUCCIÓN LITORAL TABASCO|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3224
6509473|ÁREA ALEJADA DE PERFORACION Y MTTO. POZOS CD.PEMEX|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3225
6509474|DIVISIÓN SUR DE PERFORACION, VILLAHERMOSA, TAB.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|51 a 100 personas|||dic-14|Fijo|3226
6509475|SEDE PEMEX-EXPLORACION Y PRODUCCION, VHSA, TAB.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|101 a 250 personas|||dic-14|Fijo|3227
6509476|SUBDIRECCION DE AUD.DE SEG.IND.Y PROT.AMBIENTAL|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3228
6509477|SUBDIRECCION DE DESARROLLO DE CAMPOS|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|51 a 100 personas|||dic-14|Fijo|3229
6509478|SUBDIRECCION DE DISTRIBUCIÓN Y COMERCIALIZACION|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3230
6509479|SUBDIRECCION DE EXPLORACION|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3231
6509480|SUBDIRECCION DE PRODUCCION REGIÓN SUR|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3232
6509481|SUBDIRECCION DE SERVICIOS A PROYECTOS|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3233
6509482|UNIDAD DE NEGOCIO DE PERFORACION|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3234
6509483|UNIDAD DE PERFORACION ABKATUN POL CHUC, DOS BOCAS|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3235
6509484|UNIDAD OPER. DE PERFORACION KU MALOOB ZAAP,CD CARM|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3236
6509485|UNIDAD OPERATIVA DE PERFORACION CARDENAS, TAB.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3237
6509486|UNIDAD OPERATIVA DE PERFORACION COMALCALCO, TAB.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3238
6509487|UNIDAD OPERATIVA DE PERFORACION L.DE TAB,DOS BOCAS|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3239
6509488|ACTIVO INTEGRAL MACUSPANA|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3240
6509489|ACTIVO INTEGRAL BURGOS, REYNOSA, TAMPS.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3241
6509490|UNIDAD OPERATIVA DE PERFORACION REYNOSA, TAMPS.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3242
6509491|ACTIVO INTEGRAL DE ACEITE TERCIARIO DEL GOLFO|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3243
6509492|ACTIVO DE EXPLOR. GOLFO DE MEX. NORTE, P. RICA,VER|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3244
6509493|DIVISIÓN NORTE DE PERFORACION, POZA RICA, VER.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|51 a 100 personas|||dic-14|Fijo|3245
6509494|SUBDIRECCION DE PRODUCCION REGIÓN NORTE|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3246
6509495|UNIDAD OPERATIVA DE PERFORACION POZA RICA, VER.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3247
6509496|UNIDAD OPERATIVA DELTA DEL TONALA AGUA DULCE, VER.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3248
6509497|SECTOR OPERATIVO DE PERFORACION VERACRUZ, VER.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3249
6509498|ACTIVO INTEGRAL VERACRUZ|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||mar-11|Fijo|3250
6509499|ACTIVO INTEGRAL 5 PRESIDENTES|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3251
6509500|ACTIVO INTEGRAL POZA RICA-ALTAMIRA|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3252
6510860|EL SOCORRO||212399|6 a 10 personas|||dic-14|Fijo|3253
6511748|OFICINA ADMINISTRATIVA DE ESPERANZA SILVER|ESPERANZA SILVER DE MEXICO, S.A. DE C.V.|212221|6 a 10 personas|IBAN.REYES@EPZRESOURCES.COM|WWW.ALAMOSGOLD.COM|dic-14|Fijo|3254
6511850|MINA DE TEX 10|CAMPO EJIDAL DE TEPOZTLAN GUILLERMO UBALDO MARTÍNEZ DEMEZA|212322|6 a 10 personas|||dic-14|Fijo|3255
6511851|ESPERANZA SILVER, S.A. DE C.V.|ESPERANZA SILVER DE MEXICO, S.A. DE C.V.|212221|51 a 100 personas|IBAN.REYES@EPZRESOURCES.COM|WWW.ALAMOSGOLD.COM|dic-14|Fijo|3256
6511852|MINA DE ARENA 988||212321|0 a 5 personas|MINADEARENA988@GMAIL.COM||dic-14|Fijo|3257
6512013|TAUNA SEPARACION DE METALES||212221|0 a 5 personas|||ene-16|Fijo|3258
6512014|MOLINO TAUNAS SEPARACION DE METALES||212221|0 a 5 personas|||ene-16|Fijo|3259
6512015|MOLINO TAUNAS SEPARACION DE METALES||212221|0 a 5 personas|||ene-16|Fijo|3260
6512016|TAUNA SIN NOMBRE||212221|0 a 5 personas|||ene-16|Fijo|3261
6514474|TRITURACIONES DE MARMOL Y CALCIOS VIZARRON, S.A. DE C.V.|TRITURACIONES DE MARMOL Y CALCIOS VIZARRON, S.A. DE C.V.|212312|0 a 5 personas|TRIMCAVSA@HOTMAIL.COM||dic-14|Fijo|3262
6514580|MOLITEC|MOLIENDAS TECNICAS, S.A. DE C.V.|212312|31 a 50 personas|MIGUEL.GUTIERREZ@MOLITEC.COM.MX||jul-10|Fijo|3263
6514629|TRITURADORA SANTA FE|TRITURADORA SANTA FE, S.A. DE C.V.|212321|6 a 10 personas|||dic-14|Fijo|3264
6514995|MAQUINARIA GALA|MAQUINARIA Y AGREGADOS GALA, S.A. DE C.V.|212321|0 a 5 personas|||dic-14|Fijo|3265
6514996|MATERIALES CLASIFICADOS PARA LA CONSTRUCCION, S.A. DE C.V.|MATERIALES CLASIFICADOS PARA LA CONSTRUCCION, S.A. DE C.V.|212321|31 a 50 personas|||dic-14|Fijo|3266
6514997|GRAVERA|PRECSOBLOCK, S.A. DE C.V.|212321|6 a 10 personas|||dic-14|Fijo|3267
6514998|CRIBA EL BANCO DE LA MASECA||212321|6 a 10 personas|LORENIA1968@HOTMAIL.COM||dic-14|Fijo|3268
6514999|CRIVICAL|CRIVICAL, S.A. DE C.V.|212312|6 a 10 personas|||dic-14|Fijo|3269
6515002|CRIBA ARANJUEZ||212321|6 a 10 personas|||dic-14|Fijo|3270
6515003|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|6 a 10 personas|||dic-14|Fijo|3271
6515004|EL ONCE CRIBA||212321|0 a 5 personas|||dic-14|Fijo|3272
6515403|EXTRACCIÓN DE TRAVERTINOS Y MÁRMOLLES, S.A. DE C.V.|EXTRACCIÓN DE TRAVERTINOS Y MÁRMOLLES, S.A. DE C.V.|212312|6 a 10 personas|||dic-14|Fijo|3273
6515489|MINA YOLANG||212311|6 a 10 personas|YOLANG.CONSTRUCCIONES@GMAIL.COM||dic-14|Fijo|3274
6515490|ARENERO LA LUCHA|TRANSPORTADORA LOS PEPES, S.A. DE C.V.|212324|11 a 30 personas|||dic-14|Fijo|3275
6515960|MINERA PENASQUITO, S.A. DE C.V.|MINERA PENASQUITO, S.A. DE C.V.|212221|11 a 30 personas|||mar-11|Fijo|3276
6515964|OFICINAS ADMINISTRATIVAS MEXICANA DE CALES|MEXICANA DE CALES, S.A. DE C.V.|212311|0 a 5 personas|MEXICANA84@PRODIGY.NET.MX||dic-14|Fijo|3277
6516010|MINERA PENASQUITO, S.A. DE C.V.|MINERA PENASQUITO, S.A. DE C.V.|212221|251 y más personas|||dic-14|Fijo|3278
6516014|MATERIALES LA ESCONDIDA||212321|0 a 5 personas|||dic-14|Fijo|3279
6516237|BANCO DE TEZÓNTLE LA TORTUGA DE CERRITO COLORADO|COMITÉ DE BIENES COMUNALES DE CERRITO COLORADO.|212322|11 a 30 personas|||dic-14|Fijo|3280
6544305|TRITURADOS RIOLITICOS, S. DE R.L.|TRITURADOS RIOLITICOS, S. DE R.L.|212321|0 a 5 personas|||dic-14|Fijo|3281
6693744|POZO FORASTERO 1|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|51 a 100 personas|||dic-14|Fijo|3282
6693745|POZO ALONDRA 1|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|101 a 250 personas|||dic-14|Fijo|3283
6693746|POZO AGUA FRÍA 1|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|251 y más personas|||dic-14|Fijo|3284
6693747|POZO ÉBANO 104H|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|101 a 250 personas|||dic-14|Fijo|3285
6693749|19 M SOMOS, S.A. DE C.V.|19 M SOMOS, S.A. DE C.V.|212321|6 a 10 personas|||dic-14|Fijo|3286
6693808|MATERIALES GAMA, S.A. DE C.V.|MATERIALES GAMA, S.A. DE C.V.|212321|6 a 10 personas|||dic-14|Fijo|3287
6693813|MINERALES NO METALICOS DE CUATROCIENEGAS, S.A. DE C.V.|MINERALES NO METALICOS DE CUATROCIENEGAS, S.A. DE C.V.|212399|0 a 5 personas|||dic-14|Fijo|3288
6693840|CELESTITA DE CUATRO CIENEGAS, S.A. DE R.L.||212399|6 a 10 personas|FAUSTO@5961@PRODIGY.NET.MX||jul-10|Fijo|3289
6693876|CARBONIFERA DE SAN PATRICIO|CARBONIFERA DE SAN PATRICIO, S.A. DE C.V.|212110|11 a 30 personas|||dic-14|Fijo|3290
6693889|MINA Y CONSTRUCTORA Y ARRENDADORA MARTEL||212321|0 a 5 personas|||dic-14|Fijo|3291
6693979|MINERA SAN ACACIO, S.A. DE C.V.|MINERA SAN ACACIO, S.A. DE C.V.|212221|0 a 5 personas|AMADOMESTA31@LIVE.COM.MX||jul-10|Fijo|3292
6693984|PROYECTOS DE METALES Y MINERALES SONY, S.A. DE C.V.|PROYECTOS DE METALES Y MINERALES SONY, S.A. DE C.V.|212299|0 a 5 personas|||jul-10|Fijo|3293
6694028|PULVERIZACIONES DEL POTOSI, S.A. DE C.V.|PULVERIZACIONES DEL POTOSI, S.A. DE C.V.|212319|0 a 5 personas|INGJMENDEZ@HOTMAIL.COM||dic-14|Fijo|3294
6694029|ARENAS PROCESADAS DE MEXICALI|ARENAS PROCESADAS DE MEXICALI|212321|0 a 5 personas|directivos@grupolotificadora.com||dic-14|Fijo|3295
6694046|DESARROLLO MINERO LOGR DE SA|DESARROLLO MINERO LOGR DE SA|212232|0 a 5 personas|||jul-10|Fijo|3296
6694048|MATERIALES EDOQUIN||212321|0 a 5 personas|EDOQUIN2@HOTMAIL.COM||mar-11|Fijo|3297
6694049|EXTRACCION DE CASCAJO|EJIDO SAN AGUSTIN TLAXCO|212322|0 a 5 personas|||mar-11|Fijo|3298
6694050|MINERA TASMANIA, S.A. DE C.V.|MINERA TASMANIA, S.A. DE C.V.|213119|0 a 5 personas|||dic-14|Fijo|3299
6694081|MINERA BIG DIPPER, S.A. DE C.V.|MINERA BIG DIPPER, S.A. DE C.V.|212221|0 a 5 personas|gborbonya@prodigy.net.mx||jul-13|Fijo|3300
6694324|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|3301
6694390|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|3302
6694598|EXTRACCION DE TEZONTLE|EJIDO DE SAN DIONICIO YAUHQUEMEHCAN|212322|0 a 5 personas|||jul-10|Fijo|3303
6694924|DALUO|MINING COMPANY DALUO, S.A. DE C.V.|212210|0 a 5 personas|CHINA-DALUO@HOTMAIL.COM||dic-14|Fijo|3304
6694925|MINERA MAR DE PLATA|MINERA MAR DE PLATA, S.A. DE C.V.|212221|0 a 5 personas|CORPORATIVOSILVIA@HOTMAIL.COM||dic-14|Fijo|3305
6694928|METROPOLIS MAGISTRAL, S.A. DE C.V.|METROPOLIS MAGISTRAL, S.A. DE C.V.|212299|0 a 5 personas|prommetro@prodigy.net.mx||jul-13|Fijo|3306
6694978|ALMACEN INDUSTRIAL MINERA MÉXICO|INDUSTRIAL MINERA MEXICO, S.A. DE C.V.|212232|0 a 5 personas|||dic-14|Fijo|3307
6694983|FLUIDOS MAYANSTAR, S.A. DE C.V.|FLUIDOS MAYANSTAR, S.A. DE C.V.|213119|0 a 5 personas|jtalamonte@mayanstor.com||dic-14|Fijo|3308
6695006|EMPRESA DE RECURSOS NO RENOVABLES CERRO BLANCO|EMPRESA DE RECURSOS NO RENOVABLES CERRO BLANCO|212321|0 a 5 personas|||jul-10|Fijo|3309
6695007|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|3310
6695018|MINA LOS MOREIRA|MINA LOS MOREIRA|212319|0 a 5 personas|||jul-10|Fijo|3311
6695027|MINERA LEON ROJO, S.A. DE C.V.|MINERA LEON ROJO, S.A. DE C.V.|213119|0 a 5 personas|valdeztoro@prodigy.net.mx||dic-14|Fijo|3312
6695029|VEENIKSI RESOURCES, S.A. DE C.V.|VEENIKSI RESOURCES, S.A. DE C.V.|213119|0 a 5 personas|gilberto.lizardi@gmail.com||jul-13|Fijo|3313
6695045|LR TRITURADOS, S.A. DE C.V.|LR TRITURADOS, S.A. DE C.V.|212321|0 a 5 personas|||dic-14|Fijo|3314
6695054|GRUPO MINERO MAYE, S.A. DE C.V.|GRUPO MINERO MAYE, S.A. DE C.V.|212291|0 a 5 personas|fadizacatecas@hotmail.com||jul-13|Fijo|3315
6695080|GZMC MINERAKLES RESOURCES|GZMC MINERALES RESOURCES|213119|0 a 5 personas|||dic-14|Fijo|3316
6695094|MINA DE DOLOMITA SIN NOMBRE|COMUNIDAD DE SAN NICOLAS|212311|0 a 5 personas|||jul-10|Fijo|3317
6695113|MINERALES DE NORTEAMERICA|MINERALES DE NORTEAMERICA|212210|0 a 5 personas|||dic-14|Fijo|3318
6695114|NEU MINERALS, S. DE R.L. DE C.V.|NEU MINERALS, S. DE R.L. DE C.V.|212210|0 a 5 personas||NO|dic-14|Fijo|3319
6695134|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|3320
6695135|MATERIALES GALVAN HERMANOS, S.A. DE C.V.|MATERIALES GALVAN HERMANOS, S.A. DE C.V.|212321|0 a 5 personas|||jul-10|Fijo|3321
6695218|PERFORACION DIRECCIONAL PDD, S.A. DE C.V.|PERFORACION DIRECCIONAL PDD, S.A. DE C.V.|213111|0 a 5 personas|f.luna@administrategic.com||dic-14|Fijo|3322
6695335|COPERMING||212321|0 a 5 personas|||dic-14|Fijo|3323
6695348|MINERA CORNER BAY, S.A. DE C.V.|MINERA CORNER BAY, S.A. DE C.V.|212222|0 a 5 personas|jzazueta@platapanamericana.com.mx|WWW.PLATAPANAMERICANA.COM.MX|jul-10|Fijo|3324
6695564|MINERA RIO TINTO, S.A. DE C.V.|MINERA RIO TINTO, S.A. DE C.V.|212232|0 a 5 personas|gvivar@mrt.mx||mar-11|Fijo|3325
6695565|MINERA RIO TINTO, S.A. DE C.V.|MINERA RIO TINTO, S.A. DE C.V.|212231|0 a 5 personas|||jul-10|Fijo|3326
6695568|MARMOLERIA LIMON|MARMOLES DE HERMANOS LIMON, S.A. DE C.V.|212312|0 a 5 personas|marmoleria-hnos-limon@live.com.mx||mar-11|Fijo|3327
6695590|GRUPO INDUSTRIAL RUBIO, S.A. DE C.V.|GRUPO INDUSTRIAL RUBIO, S.A. DE C.V.|212321|0 a 5 personas|||jul-10|Fijo|3328
6695679|AGNICO EAGLE MEXICO, S.A. DE C.V.|AGNICO EAGLE MEXICO, S.A. DE C.V.|212221|0 a 5 personas|dinora.lopez@agnico-eagle.com|.|dic-14|Fijo|3329
6695793|MINERA SANTA RITA, S. DE R.L. DE C.V.|MINERA SANTA RITA, S. DE R.L. DE C.V.|212221|0 a 5 personas|franciscojavier.hernandez@auricogold.com|WWW.AURICOGOLD.COM|dic-14|Fijo|3330
6695856|DESARR0LLOS MINEROS Y MOLDADURAS, S.A. DE C.V.||213119|0 a 5 personas|||jul-10|Fijo|3331
6695937|ANTRACITA|ANTRACITA DE SONORA|212110|0 a 5 personas|LUZF_GRUPOFLORES@HOTMAIL.COM|WWW.ANTRACITADESONORA.COM|dic-14|Fijo|3332
6695938|OFICINAS ANACONDA BARITE|ANACONDA BARITE, S.A. DE C.V.|212393|0 a 5 personas|JLABARRAZA@HOTMAIL.COM||dic-14|Fijo|3333
6695940|MINERA RIO TINTO, S.A. DE C.V.|MINERA RIO TINTO, S.A. DE C.V.|212232|0 a 5 personas|GVIVAR@MRT.MX|.|dic-14|Fijo|3334
6696740|TENERIA|TENERIA|213111|0 a 5 personas|||dic-14|Fijo|3335
6697466|MASTER DRILLING MÉXICO|MASTER DRILLING MEXICO, S.A. DE C.V.|213111|101 a 250 personas|EDESANTOS@MASTERDRILLINGMEXICO.COM|WWW.MASTERDRILLING.COM|ene-16|Fijo|3336
6698312|YASSER|AUTOMOTRIZ ISSAC ARMOR, S.A. DE C.V.|212396|6 a 10 personas|COTACTO@YASSERARMOR.COM|WWW.YASSERARMOR.COM|ene-16|Fijo|3337
6699217|TRANSPACIFIC MINING GROUP, S. DE R.L. DE C.V.|TRANSPACIFIC MINING GROUP, S. DE R.L. DE C.V.|212399|6 a 10 personas|||ene-16|Fijo|3338
6699344|FIRST MAJESTIC DEL TORO, S.A. DE C.V.|FIRST MAJESTIC DEL TORO, S.A. DE C.V.|212222|11 a 30 personas|ARAUNDRY@FIRSTMAJESTIC.COM|WWW.FIRSTMAJESTIC.COM|ene-16|Fijo|3339
6699364|OIL AND GAS SERVICIES MEX DE, S.A. DE C.V.|OIL AND GAS SERVICES MEX, S.A. DE C.V.|213119|11 a 30 personas|OILGASRADIO@GMAIL.COM||ene-16|Fijo|3340
6700639|TORTAS DE TOSTADAS SANTA CLARA|TORTAS DE TOSTADAS DE SANTA CLARA, S. DE R.L. DE C.V.|212324|0 a 5 personas|tortasdetostastadacentro@HOTMAIL.COM.comn|NO TIENE|ene-16|Fijo|3341
6700781|MINA CLADIMACO|CLASIFICADORA Y DISTRIBUIDORA DE MATERIALES PARA CONSTRUCCION, S.A. DE C.V.|212321|51 a 100 personas|VENTAS@CLADIMACO.COM|WWW.CLADIMACO.COM|ene-16|Fijo|3342
6700937|DMGP SERVICIOS DE INTEGRIDAD, S.A. DE C.V.|DMGP SERV DE INTEGRIDAD, S.A. DE C.V.|213119|31 a 50 personas|||ene-16|Fijo|3343
6701048|IAKANI CONSTRUCTORA Y SERVICIOS INDUSTRIALES|IAKANI CONSTRUCTORA Y SERVICIOS INDUSTRIALES, S.A. DE C.V.|213119|0 a 5 personas|sergiorgtz@hotmail.com||ene-16|Fijo|3344
6701695|EAST WEST UTILITIES MEXICO, S. DE R.L. DE C.V.|EAST WEST UTILITIES MEXICO, S. DE R.L. DE C.V.|212391|0 a 5 personas|JLNUNO@TSGWATER.COM|WWW.TSGWATER.COM|ene-16|Fijo|3345
6701869|MOLINOS INDUSTRIALES DEL NORTE|MOLINOS INDUSTRIALES DEL NORTE, S. DE R.L. DE C.V.|212393|11 a 30 personas|TMX7170316@PRODIGY.NET.MX|NO TIENE|ene-16|Fijo|3346
6701883|MEXISHIP OCEAN CCC, S.A. DE C.V.|MEXISHIP OCEAN CCC, S.A. DE C.V.|213111|0 a 5 personas|ARMANDO@MEXISHIP.COM|WWW.MEXISHIP.COM|ene-16|Fijo|3347
6702074|GRUPO MINERO MALE|GRUPO MINERO MALE, S.A. DE C.V.|212292|6 a 10 personas|GRUPOMINEROMALE@HOTMAIL.COM|WWW.GRUPOMINEROMALE.COM.MX|ene-16|Fijo|3348
6702232|MINERA KGUY|MAQUILADORA MINERA KGUY,S.DE R.L, DE C.V.|212221|11 a 30 personas||NO TIENE|ene-16|Fijo|3349
6702357|EVANS|EVANS R &R, S.A. DE C.V.|212391|0 a 5 personas|LAVILLA@EVANS.COM.MX|NO TIENE|ene-16|Fijo|3350
6702665|PETROTECNICA|PETROTECNICA DE MEXICO, S.A. DE C.V.|213111|0 a 5 personas||NO TIENE|ene-16|Fijo|3351
6702705|PETROTECNICA|PETROTECNICA DE MEXICO, S.A. DE C.V.|213111|11 a 30 personas||NO TIENE|ene-16|Fijo|3352
6702737|HALLIBURTON|HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.|213119|11 a 30 personas|alejandra.cortazar@halliburton.com||ene-16|Fijo|3353
6703318|CRIMA CRIMACO|CRIMACO, S.A. DE C.V.|212321|0 a 5 personas|CRIMACOSACV@GMAIL.COM|NO TIENE|ene-16|Fijo|3354
6703326|MINA LA COLORADA|MET SIN INDUSTRIALES, S.A. DE C.V.|212221|51 a 100 personas||NO TIENE|ene-16|Fijo|3355
6703327|ORO GOLD|ORO GOLD DE MEXICO, S.A. DE C.V.|212221|101 a 250 personas||NO TIENE|ene-16|Fijo|3356
6703334|ENERGÍA RENOVABLE DE CUAUTLA|ENERGÍA RENOVABLE DE CUAUTLA, S.A. DE C.V.|211110|6 a 10 personas|LAPERSEVERANCIA@LIVE.COM.MX||ene-16|Fijo|3357
6703341|FI MÉXICO|FI MEXICO, S. DE R.L. DE C.V.|213119|31 a 50 personas|QUETZAL.HERNANDEZ@FRANKSWW.COM|WWW.FRANKSINTERNACIONAL.COM|ene-16|Fijo|3358
6703366|SERVICIOS INTEGRALES SANJEL, S. DE R.L. DE C.V.|SERVICIOS INTEGRALES SANJEL, S. DE R.L. DE C.V.|213119|31 a 50 personas|RJUNCAL@GRUPOR.COM.MX||ene-16|Fijo|3359
6703373|YACIMIENTOS DE ALCALA, S.A. DE C.V.|YACIMIENTOS DE ALCALA, S.A. DE C.V.|212312|6 a 10 personas||NO TIENE|ene-16|Fijo|3360
6703430|UNIDAD MINERA SAN JOSÉ|ARIAN SILVER DE MEXICO, S.A. DE C.V.|212222|31 a 50 personas||WWW.ARIANSILVER.COM|ene-16|Fijo|3361
6703978|IMPULSORA MINERA MEXICANA, S.A. DE C.V.|IMPULSORA MINERA MEXICANA, S.A. DE C.V.|212221|0 a 5 personas|grupopinosaltos@hotmail.com||mar-11|Fijo|3362
6704042|MINERA CASCABEL, S.A. DE C.V.|MINERA CASCABEL, S.A. DE C.V.|213119|0 a 5 personas|ernestomacho.2008@hotmail.com|WWW.INDEX.COM|jun-12|Fijo|3363
6704091|MATERIALES PÉTREOS TRITURADOS EL ROJO|MATERIALES PETREOS TRITURADOS EL ROJO, S.A. DE C.V.|212321|0 a 5 personas|TRITURADOSELROJO@YAHOO.COM.MX||dic-14|Fijo|3364
6704092|MINERA NEPTUNO, S.A. DE C.V.|MINERA NEPTUNO, S.A. DE C.V.|213119|0 a 5 personas|||mar-11|Fijo|3365
6704114|SINOTECH GEM SERVICE|SINOTECH GEM SERVICE, S.A. DE C.V.|212231|0 a 5 personas|||dic-14|Fijo|3366
6704553|CATAB|COMERCIALIZADORA DE AGREGADOS TABASQUEÑOS, S.A. DE C.V.|212321|11 a 30 personas|PROD_CATAB@GRUPOBATAB.COM.MX||ene-16|Fijo|3367
6704701|EVANS R &R, S.A. DE C.V.|EVANS R &R, S.A. DE C.V.|212391|0 a 5 personas|contabilidad@evans.com.mx||ene-16|Fijo|3368
6705078|S.E. MINERA NEW RAIN, S.A. DE C.V.|S.E. MINERA NEW RAIN, S.A. DE C.V.|212232|6 a 10 personas|MINERA.NEWRAIN@HOTMAIL.COM||ene-16|Fijo|3369
